pdes,popular_name,M1,K1,source_citation,notes,match_confidence,bigv_designation_old,bigv_page,ocr_excerpt
58P,Jackson-Neujmin,13.3,10.0,"Vsekhsvyatskij 1958, other",matched by name (Neujmin + Jackson) + 20-21 Sept 1936 Johannesburg/Simeis discovery → 58P per target list peri 1936-10-03; E-IV from 19 estimates H10=13m.3; rapid decrease in brightness after perihelion (NON-STANDARD); D1=0'.3-0'.4; chose E-IV → source 'other'; periodic — will dedupe with other 58P apparitions; page-image proofread vs p481: confirmed,high,1936 IV,481,"In E-IV, from 19 estimates, H;jjg=13™.3. Rapid decrease in brightness after the perihelion passage."
1937 P1,Hubble's Comet (1936 V),5.5,10.0,"Vsekhsvyatskij 1958, other",matched by name (Hubble) + 4 Aug 1936 Mt. Wilson discovery → 1937 P1 (Hubble) per target list peri 1936-11-14 (perihelion year 1936 hence Big V designation 1936 V); E-IV H10=5m.5; D1=1'.3 Aug-Sept; far-distance comet (r=3.4 AU); chose E-IV → source 'other'; page-image proofread vs p481-482: confirmed,high,1936 V,481,"In E-IV, Hj) =5™.5. In Aug. and Sept., D1=1'.3."
33P,Daniel,9.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",MANUAL DESIGNATION OVERRIDE — script gave 7P (wrong; 7P is entry 1909 II); body explicitly: 'first recorded apparition of the short period Comet Daniel' = 33P/Daniel; target list 33P peri 1909-11-29 matches body's 6 Dec Daniel discovery; Dubiago y=13.9; V.I y=21 H0=6m.7 (van Biesbroeck); C.A.M. H10=9m.5; chose C.A.M. per sec 3.1; periodic — will dedupe with other 33P apparitions; very high y=21 (unusual); page-image proofread vs page 379-380: confirmed; periodic dedupe across apparitions [1937 I: M1=12.1],high,1909 IV,379,"From A. Dubiago, Erganz. Heft., 4(8), y=13.9; in V.I, from van Biesbroeck et al., y=21, H0=6m.7; in C.A.M., H10=9m.5."
1937 D1,Wilk's Comet (1937 II),10.4,10.0,"Vsekhsvyatskij 1958, other","matched by name (Wilk) + 27 Feb 1937 Cracow discovery → 1937 D1 per target list peri 1937-02-21; Beyer A.N.264:406 from 19 estimates y=11.1, H0=10m.3; Bobrovnikoff (32 estimates) y=9.7, H0=10m.3; E-IV y=10.5, H0=10m.4, H10=10m.4; chose E-IV → source 'other'; D1=2'.7-4'.0 March-April; tail type I; sanity: M1=10.4 at peri r=0.63, Δ=0.86 → m=10.4+5log(0.86)+10log(0.63)=10.4-0.33-2.0=8.07 vs observed 7m+ at discovery ✓; page-image proofread vs p482-483: confirmed",high,1937 II,482,"E-IV, using the same data, gave y=10.5, Hy = 10™.4 and Hypo = 10™.4."
1937 C1,Whipple's Comet (1937 IV),6.1,10.0,"Vsekhsvyatskij 1958, other","matched by name (Whipple) + 14 Feb 1937 Harvard discovery → 1937 C1 per target list peri 1937-06-20; Beyer (54 obs) y=16.6, H0=3m.9; Bobrovnikoff y=7.5, H0=6m.42 (smaller arc); E-IV (120 estimates) y=9.2, H0=6m.1; post-peri y=16.3, H0=4m.7; on average H10=6.05 (per page text 'on the average H10=6m.05'); chose E-IV average 6.1 (rounded) per §3.1 — most comprehensive synthesis; source 'other'; D1=4'.0; tail type II/III with type I jets; sanity: M1=6.1, peri r=1.73, Δ_min=1.27 → m=6.1+5log(1.27)+10log(1.73)=6.1+0.52+2.38=9.0 vs observed brightest 8.3-8.5 ✓; page-image proofread vs p483-484: confirmed",high,1937 IV,483,"E-IV obtained from 120 estimates y = 9.2, Hy =6™.1; according to observations after perihelion, y= 16.3, Hy =4™.7; on the average H10 = 6.05."
1937 N1,Finsler's Comet (1937 V),6.0,10.0,"Vsekhsvyatskij 1958, other","matched by name (Finsler) + 4 July 1937 Zurich discovery → 1937 N1 per target list peri 1937-08-15; FAMOUS naked-eye comet (m=4 at peak, 7° tail); Beyer (24 obs) y=3.8, H0=5m.6; Bobrovnikoff (349 estimates) y=1.4, H0=6m.2; E-IV before peri y=8.2, H0=6m.0; after peri y=2.5, H0=6m.0, H10=6m; chose E-IV H10=6.0 per §3.1; source 'other'; D1=14-20' July-Aug; main tail S_max=0.195 (very long); short type III tail S=0.0048; FAMOUS — sanity check: M1=6.0, peri r=0.86, Δ_min=0.62 → predicted m=6.0+5log(0.62)+10log(0.86)=6.0-1.04-0.66=4.30 vs observed 3.5-4.5 naked eye ✓; page-image proofread vs p484-486: confirmed",high,1937 V,484,"in E-IV, before the perihelion passage, y=8.2, Hy=6™.0; after the perihelion passage, y= 2.5, Hy =6™.0, Hyp =6™"
1939 B1,Kozik-Peltier's Comet (1939 I),9.3,10.0,"Vsekhsvyatskij 1958, other","matched by name (Kozik + Peltier) + 17-19 Jan 1939 Tashkent/Delphos discovery → 1939 B1 per target list peri 1939-02-06; Richter A.N.273:278 y=20, Hy=10m.5; E-IV H10=9m.25 (rounded to 9.3); D1=1'.7 Feb; tail close to type I S=0.078; spectrum studied; chose E-IV → source 'other'; sanity: M1=9.3, peri r=0.72, Δ=0.57 → m=9.3+5log(0.57)+10log(0.72)=9.3-1.22-1.43=6.65 vs observed 5.5-6.5 naked-eye ✓; page-image proofread vs p488-489: confirmed",high,1939 I,488,"According to Richter, A.N., 273: 278, y= 20, Hap =l0M 5; cin E-TV) Hygi=9™.25."
1939 H1,Jurlof-Achmarof-Hassel's Comet (1939 III),7.1,10.0,"Vsekhsvyatskij 1958, other","matched by name (Jurlof + Achmarof + Hassel) + 15 April 1939 multiple-discoverer event (Jurlof Votkinsk + Achmarof Balezino + Smith Canada + Hassel Norway) → 1939 H1 per target list peri 1939-04-10; FAMOUS naked-eye comet (m=3 at discovery, 4-6° tail visible to naked eye); van Schewick A.N.273:278 y=9.8, Hy=7m.2; E-IV H10=7m.1; Beyer (17 estimates) y=7.7, Hy=6m.4; chose E-IV → source 'other'; D1=3'.5 April; S_max=0.24 (very long tail); tail type I; FAMOUS — sanity check: M1=7.1, peri r=0.54, Δ=0.67 → m=7.1+5log(0.67)+10log(0.54)=7.1-0.87-2.68=3.55 vs observed peak 3-3.5 naked-eye ✓; page-image proofread vs p489-491: confirmed; popular_name uses 'Jurlof-Achmarof-Hassel' per target list",high,1939 III,489,"according to E-IV, H,jp=7™.1. Beyer, A.N., 272: 274, from his own 17 estimates obtained y= 7.7, Hy =6™.4."
40P,Vaisala 1,12.2,10.0,"Vsekhsvyatskij 1958, other",matched by name (Vaisala) + 8 Feb 1939 Turku discovery as minor planet (1939 CB) → 40P per target list peri 1939-04-26; body 'first recorded apparition of the short-period Comet Vaisala' = 40P; Richter A.N.273:2 H10=12m.2; D1=0'.3 April-May; chose Richter → source 'other'; periodic — will dedupe with other 40P apparitions; page-image proofread vs p491: confirmed,high,1939 IV,491,"According to Richter, A.N., 273: 2, Hig=12™.2; in April and May D,=0'.3"
35P,Herschel-Rigollet,8.5,10.0,"Vsekhsvyatskij 1958, other",matched by name (Rigollet) + body 'second recorded apparition of the periodic Comet Caroline Herschel-Rigollet' (first was 1788 II) = 35P per target list peri 1939-08-09; Cunningham first to suggest identity with 1788 II; E-IV H10=8m.5; irregular brightness fluctuations; decrease Nov-Jan more rapid than r^-4*Δ^-2 (NON-STANDARD); D1=2-2.7' Aug-Sept; tail type II or III; chose E-IV → source 'other'; periodic — will dedupe with other 35P apparitions; page-image proofread vs p492-493: confirmed,high,1939 VI,492,"In E-IV, Hip =8™.5. Irregular brightness fluctuations; decrease in brightness in November to January was much more rapid than r^-4*Δ^-2."
489P,Denning's Comet,10.4,10.0,"Vsekhsvyatskij 1958, other",matched by name (Denning); 489P/Denning peri 1894-02-09 — discovery apparition; Denning Bristol 26 March 1894 disc 50 days post-peri; M.N. 90:720 H10=10.2; Big V's narrative synthesis H10=10.4±0.1; periodic — dedupe with other 489P apparitions; page-image proofread vs page 324: confirmed; periodic dedupe across apparitions [1939 VIII: M1=12.4],medium,1894 I,324,"In M.N., 90:720, H10=10m.2. From these estimates, H10=10m.4±0m.1."
1939 V1,Friend's Comet (1939 IX),10.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Friend) + 1 Nov 1939 Esconido California discovery → 1939 V1 per target list peri 1939-11-05; Richter A.N.273 H.2: y=15, Hy=10m.6; E-IV from 17 estimates H10=10m.7; chose E-IV → source 'other'; D1=2'.5-3'.2 Nov; sanity: M1=10.7, peri r=0.95, Δ=0.95 → m=10.7+5log(0.95)+10log(0.95)=10.7-0.11-0.22=10.4 vs observed 9.0-9.5 (slightly brighter than fit, acceptable); page-image proofread vs p494: confirmed",high,1939 IX,494,"According to Richter, A.N., 273, H. 2, y=15, Hy =10™.6; in E-IV, from 17 estimates, Hjg=10™.7."
1881 J1,Swift's Comet (1881 II),8.4,10.0,"Vsekhsvyatskij 1958, other",matched by name (Swift) + Roman position 2; brief entry; only E-III H10 cited (E-III falls under 'other' per commission); Kreutz orbit (sungrazer family); page-image proofread vs page 257: confirmed,high,1881 II,257,"In E-III, H10=8m.4 with a probable error of 1 to 2m. 3 May, D1=2'.2."
1881 K1,Tebbutt's Comet (Great Comet 1881),4.1,10.0,"Vsekhsvyatskij 1958, other","matched by name (Tebbutt) + perihelion June 1881; bright naked-eye comet; BIG V FLAGS C.A.M. AS ERRONEOUS — 'C.A.M. gave H10=2m.8 by an error in reduction'; chose Big V's preferred phase synthesis H10=4.1 (June-July, discovery period); Holetschek H1=4.5 also cited; Bobrovnikoff y=10.59, m=2.59; Big V notes Bobrovnikoff disagreement traced to nuclear-only observations; phase-specific H10: June-July=4.1, Aug-Sept=4.2, Oct-Nov=4.8, 14 Feb=3.6; chose June-July (close to peak); page-image proofread vs page 259: confirmed",low,1881 III,259,"Holetschek took m=1m.8 for the period from 22 June to 2 July, deriving H1=4m.5. C.A.M. gave H10=2m.8 by an error in reduction. Bobrovnikoff (Perkins Obs. Contr. 16) obtained H10=5m.59; m=2.59. According to estimates in June and July, H10=4m.1; in Aug. and Sept., H10=4m.2; in Oct. and Nov., H10=4m.8; 14 Feb., H10=3m.6. The disagreement with Bobrovnikoff is due to the fact that he mainly used observations referring to the nucleus of the comet."
1881 N1,Schaeberle's Comet,5.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Schaeberle); discovered 13 July 1881; Holetschek H1=5.5; In C.A.M., H10=5.0; phase-specific H10=6.0 (July-Aug) and 7.0 (Sept-Nov, Feb); page-image proofread vs page 261: confirmed",high,1881 IV,261,"Holetschek, taking for 25 Aug. m=3m.4, found H1=5m.5. In C.A.M., H10=5m.0. According to Schwab's data and Harvard observations, in July and August, H10=6m.0; in Sept. and Oct., H10=6m.0 to 8m.5; 2 Aug., D1=8'; central nebula 5'.8. S=0.24 a.u. (Bredikhin) and 0.10 (Holetschek)."
72P,Denning's Comet,9.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Denning); first apparition of 72P/Denning-Fujikawa; Big V cites C.A.M. H10=9 to 10; took midpoint 9.5; 'From these estimates, H10=9.0±1.0'; periodic — will dedupe with other 72P apparitions; page-image proofread vs page 261: confirmed",medium,1881 V,261,"In C.A.M., H10=9 to 10m. From these estimates, H10=9m.0±1m; D1=2'."
1881 S1,Barnard's Comet (1881 VI),,10.0,,SKIP — page-image proofread vs page 262: 'Absolute magnitude H10 after E-III. D1=2.0 to 2'.2' — no numeric H10 value cited; entry references E-III but does not quote a value; per commission §3.5 skip when no H10 stated,low,1881 VI,262,"Absolute magnitude H10 after E-III. D1=2.0 to 2'.2; 18 Sept. to 28 Sept., S=0.002."
1881 W1,Swift's Comet (1881 VIII),4.7,10.0,"Vsekhsvyatskij 1958, other",matched by name (Swift) + Roman position 8; only E-III H10 cited (E-III → 'other'); brief photometry; popular_name disambiguates from Swift 1881 J1; page-image proofread vs page 263: confirmed,high,1881 VIII,263,"In E-III, H10=4m.7; 25 Nov., D1=4'.7."
1883 D1,Brooks's Comet (1883 I),7.0,10.0,"Vsekhsvyatskij 1958, Holetschek",matched by name (Brooks); only Holetschek H1=7.0 cited (no separate C.A.M. or H10 value); H1 used as proxy for H10 (n=4 case); page-image proofread vs page 269: confirmed,medium,1883 I,269,"H1=7m.0 (with good certainty). 26 Feb., D1=4'.7; at the end of March, D1=7'.2."
1884 A1,Ross's Comet (1883 II),7.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Ross); In C.A.M., H10=7.0; Holetschek H1=6.5; brief entry; page-image proofread vs page 269: confirmed",high,1883 II,269,"Holetschek took m=6m on 19 Jan. and obtained H1=6m.5. In C.A.M., H10=7m.0; D1=2'; S=0.03."
12P,Pons-Brooks Comet,4.9,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks); SECOND recorded apparition of 12P/Pons-Brooks (first since 1812); In C.A.M., H10=4.9; Holetschek H1 ranged 3.7-6.3 across months (avg H1=4.3 to 4.5); Bobrovnikoff non-standard fits y=2.5 H0=5.35, y=10.5 H0=4.64; periodic — will dedupe with other 12P apparitions; page-image proofread vs page 271: confirmed",high,1884 I,271,"From numerous estimates, Holetschek obtained for September-October, H1=3m.7 to 6m.3; in Nov., 5m.1 to 6m.4; in Dec. 1883, 5m.4 to 4m.0; in January 1884, 5m.0 to 3m.7; in Feb., 5m.2 to 5m.9; in July, to 6m.5. Average H1=4m.3 to 4m.5. In C.A.M., H10=4m.9."
1885 N1,Barnard's Comet (1885 II),5.2,10.0,"Vsekhsvyatskij 1958, other","matched by name (Barnard); references list says E-II but in-line citation reads 'In E-III, H10=5.2'; per Barnard 1882 III precedent (different reference, three I's), used 'other'; orbit q=2.5 large perihelion distance; page-image proofread vs page 275: confirmed",high,1885 II,275,"In E-III, H10=5m.2; 15 June, D1=2'.4; in July, 1'.8; S=0.002."
1885 R1,Brooks's Comet (1885 III),5.5,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 9P, but Big V 1885 III is paren-id 1885e (Brooks/Common Aug 31 disc); 274-year period orbit (Klumpke); matches C/1885 R1 (Brooks, peri Aug 10); SCRIPT SEGMENTATION ALSO ERRORED — Big V Roman is III not II (header reads '1885 III (1885e)'); only E-III H10 cited; page-image proofread vs page 276: confirmed",low,1885 III,276,"In E-III, H10=5m.5; 6 Sept., D1=4'.3 and 5 Sept., 3'.2 (maximum values); D1(min)=2'.1."
1885 Y1,Brooks's Comet (1885 V),5.6,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 1885 N1 (Barnard 7 July, already 1885 II), but 1885 V (1885h) is Brooks/Barnard Dec 26 1885 discovery → C/1885 Y1 (Brooks, peri Nov 25); only E-III H10 cited; page-image proofread vs page 277: confirmed",high,1885 V,277,"In E-III, H10=5m.6 to 4'.7 from Barnard S>0."
1885 X1,Fabry's Comet,6.4,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Fabry); In C.A.M., H10=6.4; Filippov from Donner's obs y=6.8, Hy=6.7; Holetschek H10=7.9; Müller H10(max)=5.20; multiple estimates ranging 5.1-7.9; took C.A.M. as synthesis; page-image proofread vs page 279: confirmed",high,1886 I,279,"According to Donner's observations, Yu.V. Filippov, A. Zh., 4:304. 1927, gave y=6.8, Hy=6m.7. In C.A.M., H10=6m.4. Müller's data and naked-eye estimates for March and April yield H10(max)=5m.20, ranging from 3m.6 to 7m.1."
1885 X2,Barnard's Comet (1886 II),7.1,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 11P, but body says Barnard 3 Dec 1885 disc → C/1885 X2 (Barnard) peri May 3 1886; In C.A.M., H10=7.1; Filippov 1927 y=6.0 Hy=7.5; Bobrovnikoff y=5.1 H0=6.66; Big V's own synthesis from Müller+Holetschek+naked-eye H10=6.55; chose C.A.M.; page-image proofread vs page 281: confirmed",high,1886 II,281,"Filippov, A. Zh., 4: 304. 1927, obtained Hy=7m.5; y=6.0. In C.A.M., H10=7m.1. Bobrovnikoff ... obtained y=5.1, H0=6m.66 ... From the observations of Müller and Holetschek and from naked-eye measurements we obtain H10=6m.55."
1886 J1,Brooks's Comet (1886 III),4.9,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 1885 X2, but Big V 1886 III is 1886b paren-id (Brooks 30 April disc), peri ~early May → C/1886 J1 (Brooks, peri May 4); hyperbolic e=1.013; only E-III H10 cited (=4.9 initial) with Big V noting it grew to 7-8m end of May and disintegrated rapidly; took E-III initial value; page-image proofread vs page 282: confirmed",low,1886 III,282,"For the initial period of observations, E-III gave H10=4m.9. At the end of May H10=7 to 8m. Comet apparently disintegrated rapidly."
1886 H1,Brooks's Comet (1886 IV),9.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1886 J1, but Big V 1886 IV (1886c, Brooks 22 May disc, third Brooks comet within 25 days) → likely C/1886 H1 (Brooks, peri June 7); body claims 'short-period nature' (Hind) but no modern periodic match in target list, so non-periodic 1886 H1 chosen by perihelion proximity; In C.A.M., H10=9.5; Big V notes 'with these estimates, H10=8.9'; took C.A.M.; page-image proofread vs page 282: confirmed",low,1886 IV,282,"Absolute magnitude estimated first in M.N., 90: 720. 1930 (9m.5). In C.A.M., H10=9m.5. With these estimates, H10=8m.9; 25 May, D1=1'.5."
1887 B3,Barnard's Comet (1886 VIII),4.8,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 15P (Roman fallback wrong), body identifies as Barnard 23 Jan 1887 disc → C/1887 B3 (Barnard, peri Nov 28 1886, observed post-peri); only E-III H10 cited (=4.8); D1=4 in Feb; comet discovered 'almost two months after the perihelion passage'; page-image proofread vs page 285: confirmed",high,1886 VIII,285,"In E-III, H10=4m.8; D1=4."
1886 T1,Barnard-Hartwig-Pechule Comet,4.9,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1887 B3, but Big V 1886 IX (1886f, Barnard 4 Oct + Hartwig + Pechule co-disc) → C/1886 T1 (Barnard-Hartwig); plate caption confirms 'Comet 1886 IX (Barnard-Hartwig-Pechule)'; Vorontsov-Vel'yaminov 1927 y=9.5 Hy=4.7; In C.A.M., H10=4.9; Bobrovnikoff H10=4.8 y=6.1; took C.A.M.; page-image proofread vs page 287: confirmed",high,1886 IX,287,"Proceeding from Backhouse's estimates, B.A. Vorontsov-Vel'yaminov, A. Zh., 4:34. 1927, obtained y=9.5, Hy=4m.7. In C.A.M., H10=4m.9. Bobrovnikoff ... obtained H10=4m.8; y=6.1."
1887 B1,Great Southern Comet 1887,6.3,10.0,"Vsekhsvyatskij 1958, other","matched by name (southern); Kreutz sungrazer family (short-perihelion group 1843 I, 1880 I, 1882 II); only E-III H10 cited; Big V notes 'During the perihelion passage the comet undoubtedly exhausted all sources of volatile substance, with the nuclear luminosity decreasing correspondingly'; tail-only post-peri object; D1=4'; page-image proofread vs page 288: confirmed",high,1887 I,288,"In E-III, H10=6m.3. The estimates took into account the low position of the head near the horizon and the width of the tail. During the perihelion passage the comet undoubtedly exhausted all sources of volatile substance, with the nuclear luminosity decreasing correspondingly. D1=4'; S=0.35."
1887 B2,Brooks's Comet (1887 II),5.4,10.0,"Vsekhsvyatskij 1958, other",matched by name (Brooks); only E-III H10 cited; D1=4 to 4.6 (Feb-April); page-image proofread vs page 289: confirmed,high,1887 II,289,"In E-III, H10=5m.4. In Feb., D1=4'; in April, 4'.6."
1887 D1,Barnard's Comet (1887 III),10.0,10.0,"Vsekhsvyatskij 1958, other",matched by name (Barnard) + Roman position 3; faint comet (10-12m); E-III H10=10.9 for first observation period (Feb); H10=10.0 March-April (closer to peri); chose post-discovery synthesis 10.0; page-image proofread vs page 289: confirmed,high,1887 III,289,"In E-III, H10=10m.9 for the first period of observations (February). In March and April, H10=10m.0. 28 Feb., D1=1'.3; 13 March, 2'.2."
1887 J1,Barnard's Comet (1887 IV),9.6,10.0,"Vsekhsvyatskij 1958, other",matched by name (Barnard) + Roman position 4; 'third comet discovered by Barnard within a few months of 1887'; only E-III H10 cited; popular_name disambiguates from 1887 D1; page-image proofread vs page 290: confirmed,high,1887 IV,290,"In E-III, H10=9m.6. In May, D1=0'.9; in July, 0'.6. S=0.001 (apparently type III)."
13P,Olbers' Comet,5.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1887 B2, body identifies as 'second recorded apparition of the periodic Comet Olbers' = 13P/Olbers; Brooks rediscovered the periodic on 24 Aug per Berberich's ephemeris; Holetschek H1 between 8.2 and 8.1 (1815 vs 1887 comparison); Holetschek adopted m=6.5 to 7.0 in Sept, hence H1=4.8; In C.A.M., H10=5.0; periodic — will dedupe with other 13P apparitions; page-image proofread vs page 291: confirmed",high,1887 V,291,"Comparing the 1815 and 1887 appearances, Holetschek adopted for the 1887 appearance m=6m.5 to 7m.0 in September; hence H1=4m.8. In C.A.M., H10=5m.0. In Aug. and Sept., D1=4'.2 to 2'.0; 25 Jan., D1=2'.5."
1888 D1,Sawerthal's Comet,4.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Sawerthal); bright comet, naked-eye discovery 18 Feb 1888 at 3m; E-III synthesis H10=4.67 from 33 estimates of intrinsic brightness and 19 of nuclear (h0=19.41); 'No noticeable deviations from the rule y=10' — clean photometric law; page-image proofread vs page 293: confirmed",high,1888 I,293,"Absolute magnitude derived in E-III from 33 estimates of intrinsic brightness and 19 estimates of nuclear brightness: H10=4m.67; h0=19m.41, and Finlay, A.N., 119:261. No noticeable deviations from the rule y=10."
1888 P1,Brooks's Comet (1888 III),7.6,10.0,"Vsekhsvyatskij 1958, other",matched by name (Brooks); discovery 7 Aug 1888 in Geneva NY; only E-III H10 cited; brilliance of nucleus h10=9; page-image proofread vs page 294: confirmed,high,1888 III,294,"In E-III, H10=7m.6; brilliance of nucleus h10=9m. 25 Aug., D1=0'.8; S=0.003."
1888 U1,Barnard's Comet (1888 V),5.8,10.0,"Vsekhsvyatskij 1958, other",matched by name (Barnard); Lick Obs. discovery 31 Oct 1888; only E-III H10 cited; brilliance h10=7.3; followed nearly 7 months in many positions; page-image proofread vs page 295: confirmed,high,1888 V,295,"In E-III, H10=5m.8; brilliance of nucleus h10=7m.3; in November, D1=3'.5; 29 January, up to 5'.5; in Feb., 4'; 4 April, 5'; 20 May, 5'. 3 Nov., S=0.002."
1888 R1,Barnard's Comet (1889 I),3.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 16P, but Big V 1889 I (1888e) is Barnard 2 Sept 1888 disc + Brooks 3 Sept indep co-disc → C/1888 R1 (Barnard, peri Jan 31 1889); observed in four oppositions (971 days); In C.A.M., H10=3.8; Big V's own synthesis 'we find H10=3.6'; later '1891 higher absolute brightness; H10=1m'; took C.A.M.; initial e=0.999923 (parabolic); page-image proofread vs page 297: confirmed",high,1889 I,297,"In C.A.M., H10=3m.8. Taking for Nov. and Dec. 1888 m=6m; in June 1889, 8m; in July, 9 to 10m; in Aug., 10 to 11m, we find H10=3m.6. In 1890 and 1891 higher absolute brightness; H10=1m."
1889 G1,Barnard's Comet (1889 II),5.3,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 10P, but Big V 1889 II (1889b) is Barnard 31 March 1889 disc, distant orbit, observed multiple oppositions → C/1889 G1 (Barnard, peri June 11 1889); only E-III H10 cited; brilliance of nucleus 6.4; page-image proofread vs page 298: confirmed",high,1889 II,298,"In E-III, H10=5m.3. Brilliance of the nucleus 6m.4. In April to October 1889, D1=2'. In April 1889, S=0.012."
177P,Barnard 2 Comet,8.8,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 1889 G1, but Big V 1889 III (1889c) is Barnard 23 June 1889 disc, peri ~June 24 (r=1.12) → 177P/Barnard 2 (peri June 21 1889); only E-III H10 cited (=8.8 initial, 10-11 in Aug); periodic — will dedupe with other 177P apparitions if any; page-image proofread vs page 299: confirmed",medium,1889 III,299,"According to E-III, at the beginning of the observation period H10=8m.8, in Aug., H10=10 to 11m. In June, D1=2'."
1889 O1,Davidson's Comet (1889 IV),6.5,10.0,"Vsekhsvyatskij 1958, other",matched by name (Davidson); naked-eye discovery 19 July 1889 (peri day); 20 independent estimates → H10=6.52 (Big V's narrative synthesis from E-VI references); 'Brightness varying as y=10 is in good agreement with all estimates' — clean photometric law; nucleus absolute magnitude 8.2; page-image proofread vs page 300: confirmed,high,1889 IV,300,"According to 20 independent estimates, H10=6m.52; absolute magnitude of the nucleus 8m.2. Brightness varying as y=10 is in good agreement with all estimates."
64P,Swift-Gehrels Comet,10.4,10.0,"Vsekhsvyatskij 1958, other","matched by name (Swift); discovery 16 Nov 1889 by Lewis Swift Rochester → 64P/Swift-Gehrels (peri Nov 30 1889); Big V's C.A.M. flagged as overestimate — 'In C.A.M., H10=11.5; according to the estimates above, H10=10.4, which is obviously a better approximation'; took 10.4 (Big V's preferred value over C.A.M.); periodic — dedupe with other 64P apparitions; page-image proofread vs page 302: confirmed",low,1889 VI,302,"In C.A.M., H10=11m.5; according to the estimates above, H10=10m.4, which is obviously a better approximation. In Nov., D1=2'30''."
1889 X1,Borrelly's Comet,8.8,10.0,"Vsekhsvyatskij 1958, other","matched by name (Borrelly); discovery 12 Dec 1889; only E-III H10 cited; Big V notes 'In January (low altitude and absence of substantial condensation), brightness substantially underestimated... H10=9 to 10m'; took E-III value 8.8; page-image proofread vs page 303: confirmed",high,1890 I,303,"In E-III, H10=8m.8. In January (low altitude and absence of substantial condensation), brightness substantially underestimated because of absorption: H10=9 to 10m."
1890 F1,Brooks's Comet (1890 II 1890a),3.3,10.0,"Vsekhsvyatskij 1958, other","matched by name (Brooks) + Brooks 19 March 1890 disc → C/1890 F1 (Brooks); distant comet, observed 687 days (1890-1892); Big V's narrative synthesis from 1890 estimates H10=3.3; 'in 1892, H10 not less than 0.7' (brightened — distant outburst); took 1890 narrative value; popular_name disambiguates from other 1890 II Coggia entry; page-image proofread vs page 304: confirmed",medium,1890 II,304,"According to the 1890 estimates, H10=3m.3; in 1892, H10 not less than 0m.7. From May 1890 to Feb. 1892, D1=6'. In July 1890, Smax=0.008."
1890 O1,Coggia's Comet (1890 II 1890b),8.6,10.0,"Vsekhsvyatskij 1958, other",matched by name (Coggia); 18 July 1890 disc near Ursa Major; only E-III H10 cited; brilliance of nucleus 10.4; Big V footnote endorses estimate as 'in full agreement with observations at Harvard Observatory not used heretofore'; SECOND Big V entry numbered 1890 II (Big V uses Roman II twice for different paren-ids 1890a and 1890b); page-image proofread vs page 304: confirmed,high,1890 II,304,"In E-III, H10=8m.6; brilliance of nucleus, 10m.4; 18 July to 22 July, D1=3'.1."
1890 V1,Zona's Comet,8.6,10.0,"Vsekhsvyatskij 1958, other","matched by name (Zona); discovery 15 Nov 1890 in Auriga; comet discovered 3 months after perihelion passage — 'should have been considerably brighter in the southern sky, yet not detected there'; only E-III H10 cited; brightness decreased 3.4 to 6.0 — comet faded faster than y=10; page-image proofread vs page 305: confirmed",high,1890 IV,305,"In E-III, H10=8m.6. During the observation period, the brightness decreased from 3m.4 to 6m.0, i.e., the comet grew faint more rapidly than y=10."
1890 O2,Denning's Comet (1890 VI),7.8,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 1890 O1 (already mapped to entry 45), body is Denning Bristol 23 July 1890 disc → C/1890 O2 (Denning, peri Sept 25 1890); only E-III range-only H10 (6.2 to 9.4); took midpoint 7.8 per commission §3.4; nucleus 12-13; popular_name disambiguates from 1890 O1 Coggia; page-image proofread vs page 306: confirmed",medium,1890 VI,306,Absolute magnitude estimated in E-III; individual estimates of H10 ranged from 6m.2 to 9m.4; nucleus 12 to 13m; D1=1'.2 to 1'.5.
