pdes,popular_name,M1,K1,source_citation,notes,match_confidence,bigv_designation_old,bigv_page,ocr_excerpt
1910 A1,Great January Comet 1910 (Daylight Comet),5.4,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by body — 'Brilliant comet first spotted on 12 Jan. by diamond miners in Transvaal' = Great January Daylight Comet 1910 = 1910 A1 per target list; FAMOUS COMET — observed in daytime only 4 deg from Sun, brighter than Venus, 10-deg tail growing to 40 deg by end of January; Orlov y=11.5 H0=5m.4 h0=6m.3 (van Biesbroeck and others); C.A.M. H10=5m.4; chose C.A.M. per sec 3.1; D1=4'; Smax=0.50; sanity check (external lit): peak m=-5 reported in literature; with M1=5.4, r_peri=0.13, Δ=1.42: m = 5.4 + 5log(1.42) + 10log(0.13) = 5.4 + 0.76 - 8.86 = -2.7; reported peak somewhat brighter (-5) — within K=10 model accuracy for sungrazer-like geometry; non-standard y=11.5; page-image proofread vs page 380-382: confirmed (note: PDF OCR garbled C.A.M. value, page image confirms 5m.4)",high,1910 I,380,"S.V. Orlov, A.N., 189:4, obtained, from van Biesbroeck and several other observers, y=11.5, H0=5m.4, h0=6m.3; in C.A.M., H10=5m.4. D=4'. Smax=0.50."
1910 P1,Metcalf's Comet (1910 III),5.4,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Metcalf) + Hercules 8 Aug 1910 -> 1910 P1; V.I y=7.1 H0=6m.7 (van Biesbroeck); C.A.M. H10=5m.4; Big V synthesis from estimates with brightness increase pattern: H10=4m.19 (BRIGHTER alternative); ASYMMETRIC — comet had unusual brightening pattern; chose C.A.M. per sec 3.1 (Big V's 4.19 synthesis available as alternate but C.A.M. is preferred); D1=3'.6 in Aug-Sept; non-standard y=7.1; page-image proofread vs page 384-385: confirmed,medium,1910 III,384,"V.I gave, according to van Biesbroeck, y=7.1, H0=6m.7; in C.A.M., H10=5m.4. Proceeding from estimates that correspond to the increase in brightness... we obtain H10=4m.19."
6P,d'Arrest's Comet,10.1,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'seventh recorded apparition of the short-period Comet d'Arrest' = 6P; Holetschek H1=10m.3 to 13m (from Algerian estimates); C.A.M. H10=10m.1; D1=2'.2-2'.4; chose C.A.M. per sec 3.1; periodic — will dedupe with other 6P apparitions; faint apparition (14m at discovery); page-image proofread vs page 385: confirmed,high,1910 IV,385,"Holetschek obtained, from the Algerian estimates, H1=10.3 to 13m; in C.A.M., H10=10m.1. D1=2.2 to 2'.4."
4P,Faye's Comet,9.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by body — 'ninth recorded apparition of the short-period Comet Faye' = 4P; Holetschek H1=9m.6-11m.0 (from Dec 1910 estimates); C.A.M. H10=9m.6; Cherednichenko H10(av)=9m.1, H10(max)=7m.6, H10(min)=10m.7; chose C.A.M. per sec 3.1; periodic — will dedupe with other 4P apparitions; D1=1'.2; Smax=0.003; page-image proofread vs page 386: confirmed",high,1910 V,386,"Holetschek, from estimates for December 1910, found H1=9m.6 to 11m.0; in C.A.M., H10=9m.6. Cherednichenko, Publ. Kiev Obs. 5:102. 1953, obtained H10(av)=9m.1; H10(max)=7m.6; H10(min)=10m.7. D1=1'.2. Smax=0.003."
16P,Brooks 2,10.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'fourth recorded apparition of the short-period Comet Brooks(2)' = 16P; Holetschek H1=13m; C.A.M. H10=10 to 11m (took mid 10.5); Konopleva H10=11.7-12.7 (Big V flags 'erroneously assumed'); Big V synthesis from both observations H10=10-11.3 (mid 10.65); chose C.A.M. midpoint per sec 3.4 range-only; periodic — will dedupe with other 16P apparitions; very faint apparition (15-16m); page-image proofread vs page 387: confirmed,medium,1911 I,387,"Holetschek estimated H1=13m; in C.A.M., H10=10 to 11m. V.P. Konopleva, Publ. Kiev Obs., 5:75. 1953, erroneously assumed H10=11.7 to 12m.7. Making use of both observations we obtain H10=10 to 11m.3."
1911 N1,Kies (Beljawsky-Belopol'skii) Comet (1911 II),7.4,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Kies, Beljawsky, Belopol'skii) + Auriga 6 July 1911 -> 1911 N1; bright comet, naked-eye visible 4-6m; Orlov y=8.5 H0=7m.2-7m.0; C.A.M. H10=7m.4; Vorontsov-Vel'yaminov y=14.3 H0=8m.6 h0=11m.2; Bobrovnikoff y=10.4 H10=7m.9; chose C.A.M. per sec 3.1; sanity check: photographic 4m on 9 July with stubby tail, naked-eye visible by 17 Aug — M1=7.4 with r_peri=0.69, Δ_min=0.26 -> peak ~ 7.4 + 5log(0.18) - 10log(0.69) = 7.4 - 3.72 + 1.61 ~ 5.3 — consistent with reported 4-5m peak; non-standard y values; meteor shower associated (radiant alpha=87 deg, delta=40.5 deg); page-image proofread vs page 387-388: confirmed",high,1911 II,387,"S.V. Orlov, A.N., 190:158, obtained from Holetschek's and his own estimates y=8.5, H0=7m.2 to 7m.0; in C.A.M., H10=7m.4; B.A. Vorontsov-Vel'yaminov obtained from 54 brightness estimates y=14.3, H0=8m.6, h0=11m.2; Bobrovnikoff obtained from 58 brightness estimates y=10.4, H10=7m.9."
1911 S3,Beljawsky's Comet (1911 IV),5.0,10.0,"Vsekhsvyatskij 1958, other","matched by name (Beljawsky) + 28 Sept 1911 morning sky discovery -> 1911 S3; FAMOUS bright comet (peaked 1-1.5m, deep yellow, three-branch tail up to 15 deg long); Vorontsov y=2 H0=3m.3 (Big V flags as uncertain — based on only 0.016 a.u. range); C.A.M. H10=8m.7 'using Holetschek's estimates which were 2 to 3m below the rest' — Big V flags as ERRONEOUS based on underestimates; Big V's reappraisal from Chernyi/Barnard/Graff/Perrine y=9.3 H0=5m.7 H10=5m.0 (preferred); chose Big V's synthesis per V1 pattern; sanity check: peak m=1-1.5 with r_peri=0.30, Δ=1.00 -> peak ~ 5.0 + 0 + 10log(0.30) = 5.0 - 5.23 = -0.23, slightly brighter than reported 1m — reasonable for a bright forward-scattering geometry; ERRONEOUS C.A.M. flagged; page-image proofread vs page 388-389: confirmed",low,1911 IV,388,"B.A. Vorontsov-Vel'yaminov, A.Zh., 2:88, obtained from 15 intrinsic brightness estimates y=2, H0=3m.3, which refers however to a change of only 0.016 a.u., consequently, these parameters are uncertain; C.A.M., using Holetschek's estimates which were 2 to 3m below the rest, obtained H10=8m.7. Making use of the estimates of Chernyi, Barnard, Graff and Perrine, we obtain y=9.3, H0=5m.7, H10=5m.0."
1911 O1,Brooks's Comet (1911 V),5.1,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks) + Pegasus 20 July 1911 -> 1911 O1; FAMOUS bright comet — peaked m=2.0-2.7 with 6-7 deg tail in mid-Oct, naked-eye visible from 17 Aug; Orlov y=8.0 H0=5m.14; Lau y=9.4 H0=5m.18 (47 estimates); Vorontsov on average y=8.5 H0=5m.64 h0=8m.1; C.A.M. H0=5m.1; Bobrovnikoff y=9.1 H0=5m.64 — Big V flags as 'obvious underestimate (Bobrovnikoff mechanically took the average)'; chose C.A.M. per sec 3.1; brightness flares on multiple dates Aug-Oct; sanity check: peak m=2.0 with r_peri=0.49, Δ=0.85 -> peak ~ 5.1 + 5log(0.42) - 10log(0.49) = 5.1 - 1.89 + 3.10 = 6.3 — too faint vs reported 2.0; Bobrovnikoff's underestimate flag suggests true M1 may be ~1m brighter (~4.1) for bright forward-scattering; non-standard y values; page-image proofread vs page 389-391: confirmed",high,1911 V,389,"A.V. Orlov, A.N., 190:157, obtained from his own observations y=8.0, H0=5m.14; Lau's 47 estimates yielded y=9.4, H0=5m.18. B.A. Vorontsov-Vel'yaminov, A.Zh., 2:86... On the average y=8.5, H0=5m.64, h0=8m.1; in C.A.M., H0=5m.1. Bobrovnikoff obtained from 466 estimates y=9.1, H0=5m.64; absolute magnitude obvious underestimate."
1911 S2,Quenisset's Comet (1911 VI),6.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Quenisset) + Ursa Minor 23 Sept 1911 -> 1911 S2; bright comet visible to naked eye in mid-Oct (m=5-6); Lau y=8.6 H0=6m.5; Vorontsov y=3.32 H0=6m.5 (74 estimates); C.A.M. H10=6m.5; Bobrovnikoff y=9.1 H10=6m.31 (81 obs); chose C.A.M. per sec 3.1; type I tail; brightness fluctuations on 13, 14, 26 Oct; non-standard y; page-image proofread vs page 392-393: confirmed",high,1911 VI,392,"Lau, A.N., 191:29, obtained from his own observations y=8.6, H0=6m.5. B.A. Vorontsov-Vel'yaminov, A.Zh., 2:88, obtained from 74 estimates y=3.32, H0=6m.5; in C.A.M., H10=6m.5; Bobrovnikoff... obtained from 81 observations allowing for brightness fluctuations y=9.1, H10=6m.31."
19P,Borrelly,9.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",MANUAL DESIGNATION OVERRIDE — script gave 24P (wrong; 24P is the previous entry 1911 VII Schaumasse first apparition); body explicitly: 'second recorded apparition of the short-period Comet Borrelly' = 19P; target list 19P matches the 1911 second apparition (after 1905 II = 19P first); Holetschek H1=9m.2-11m.5 (adopted 10m.5); Vorontsov y=8.2 h0=10m.2; C.A.M. H10=9m.5 (in good agreement with y=10); chose C.A.M. per sec 3.1; periodic — will dedupe with other 19P apparitions; reached m=8.5-9 in late Nov; page-image proofread vs page 393: confirmed,high,1911 VIII,393,Holetschek obtained from numerous brightness estimates H1=9m.2 to 11m.5 and adopted H=10m.5. B.A. Vorontsov-Vel'yaminov... found h0=10m.2; y=8.2. C.A.M. obtained H10=9m.5 from the averages calculated by Holetschek which are in good agreement with y=10.
14P,Wolf,9.1,10.0,"Vsekhsvyatskij 1958, other",matched by body — 'fourth recorded apparition of the periodic Comet Wolf(1)' = 14P; Vsekhsvyatskii V.I H10=9m.1; M.N. 90:713 Hb=8m.1 Hav=9m.1 Hs=10m.3; Bobrovnikoff Pop.Astr. 56(3) 1948 H=10m.5 'making use of erroneous reductions' — Big V flags; Vsekhsvyatskii reappraisal H10=9m.24 (full agreement with 1930); chose Vsekhsvyatskii's V.I=9m.1 (matches M.N. average); periodic — will dedupe with other 14P apparitions; ERRONEOUS Bobrovnikoff flagged; page-image proofread vs page 394: confirmed,medium,1912 I,394,"S.K. Vsekhsvyatskii, V.I, found H10=9m.1; in M.N., 90:713, he obtained Hb=8m.1, Hav=9m.1, Hs=10m.3. Bobrovnikoff, Pop.Astr., 56(3). 1948, making use of erroneous reductions, obtained H=10m.5. Reappraising all estimates, S.K. Vsekhsvyatskii obtained H10=9m.24."
1912 R1,Gale's Comet (1912 II),6.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Gale) + Centaurus 8 Sept 1912 -> 1912 R1; visible to naked eye 5m; two tails at 50-60 deg angle, main 5+ deg; Kritzinger y=8 H0=5m.66; Vsekhsvyatskii y=8.1 H0=6m.08 h0=7m.2-7m.4 y0=10.0; Moiseev y=8.3 H0=6m.17; Bobrovnikoff y=7.8 H0=6m.31 (113 estimates); C.A.M. H10=6m.2; chose C.A.M. per sec 3.1; main tail type I, secondary type III synchrone (1 Sept ejecta); page-image proofread vs page 394-395: confirmed",high,1912 II,394,"Kritzinger's observations, A.N., 199:137, yielded y=8 and H0=5m.66. Vsekhsvyatskii, A.N., 221:13, obtained from observations of van Biesbroeck, Holetschek, Nijland and Silva y=8.1, H0=6m.08, h0=7.2 to 7m.4, y0=10.0. A.D. Moiseev... obtained y=8.3, H0=6m.17. Bobrovnikoff... obtained from 113 estimates of various observers y=7.8, H0=6m.31; in C.A.M., H10=6m.2."
1912 V1,Borrelly's Comet (1912 III),8.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Borrelly) + Hercules 2 Nov 1912 -> 1912 V1; only C.A.M. H10=8m.0 cited (from November estimates); h10=9-10m (nucleus); Big V notes 'Brightness subsided more rapidly than according to y=10' (asymmetric fading); chose C.A.M. per sec 3.1; D=5'-4' in Nov, 2' in Dec; page-image proofread vs page 396: confirmed",high,1912 III,396,"In C.A.M., H10=8m.0 (November estimates); h10=9 to 10m. Brightness subsided more rapidly than according to y=10."
8P,Tuttle,8.6,10.0,"Vsekhsvyatskij 1958, C.A.M.",MANUAL DESIGNATION OVERRIDE — script gave 26P (wrong); body explicitly: 'sixth recorded apparition of the short-period Comet Tuttle' = 8P/Tuttle; target list 8P peri 1912-10-28 matches body's 18 Oct Schaumasse discovery; Holetschek H1=7m.6 to 9m.0 (mid 8.3); M.N. 90:714 Vsekhsvyatskii H10=8m.3 to 8m.6 (mid 8.45); C.A.M. H10=8m.6; chose C.A.M. per sec 3.1; periodic — will dedupe with other 8P apparitions; D1=3'.3; page-image proofread vs page 396-397: confirmed,high,1912 IV,396,"Holetschek, from his collection of estimates, obtained H1=7m.6 to 9m.0; in M.N., 90:714, Vsekhsvyatskii obtained H10=8m.3 to 8m.6; in C.A.M., H10=8m.6."
1912 Y1?,Lowe's Comet (1913 I),9.0,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 15P (wrong; 15P/Finlay had no 1913 apparition per target list); body identifies as Lowe (Laura, S.Australia) discovery 31 Dec 1912 in Virgo, observed only 9 days, paren-id (1912d) suggests 4th comet of 1912 -> likely IAU C/1912 Y1 (last half Dec); NO MATCH found in target list — modern catalogs may have classified as doubtful; flagged with ? per sec 4; Vsekhsvyatskii from m=9m on 31 Dec obtained H10=11m, but Big V's 'better approximation' is H10=9m (preferred); LOW CONFIDENCE — pdes uncertain, requires manual review; page-image proofread vs page 397: confirmed",low,1913 I,397,"Taking m=9m on 31 Dec., S.K. Vsekhsvyatskii obtained H10=11m, better approximation: H10=9m."
1913 J1,Schaumasse's Comet (1913 II),7.7,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Schaumasse) + Delphinus 6 May 1913 -> 1913 J1; V.I y=7.0 H10=8m.2 (Holetschek), nuclear y=24; C.A.M. H10=7m.7; Bobrovnikoff y=11.4 H0=7m.9 (30 estimates); chose C.A.M. per sec 3.1; D1=4' in June-July; non-standard nuclear y=24; page-image proofread vs page 397-398: confirmed",high,1913 II,397,"V.I obtained, according to Holetschek's observations, y=7.0, H10=8m.2 and for the nuclear brightness y=24. In C.A.M., H10=7m.7. Bobrovnikoff... obtained from 30 estimates of Holetschek, Nijland and van Biesbroeck y=11.4 and H0=7m.9."
28P,Neujmin 1,10.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by body — 'first recorded apparition of the short-period Comet Neujmin(1)' = 28P/Neujmin 1; V.I y=6.9 H0=9m.9 (van Biesbroeck/Millosewich); Graff y=11.0 h0=10m.8; C.A.M. H10=10m.3 (gives m=15m.2 on 30 Dec, good agreement); chose C.A.M. per sec 3.1; periodic — will dedupe with other 28P apparitions; near-asteroidal appearance (very faint envelope); page-image proofread vs page 398-399: confirmed",high,1913 III,398,"V.I obtained, according to van Biesbroeck, Millosewich et al., y=6.9; H0=9m.9. Graff's observations yielded y=11.0; h0=10m.8. In C.A.M., H10=10m.3, which gives m=15m.2 on 30 Dec. in good agreement with observations."
1913 R1,Metcalf's Comet (1913 IV),8.0,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Metcalf) + Lynx 1 Sept 1913 -> 1913 R1; V.I y=17.2 H0=6m.8 and y=10.5 h10=10m.3 (Holetschek); C.A.M. H10=8m.0; Bobrovnikoff y=16.9 H0=6m.8 (58 estimates); chose C.A.M. per sec 3.1; reached 7-8m visible to naked eye in Sept; brightness fluctuations; non-standard y=17.2; page-image proofread vs page 399: confirmed,high,1913 IV,399,"V.I obtained, according to Holetschek, y=17.2, H0=6m.8 and y=10.5, h10=10m.3; in C.A.M., H10=8m.0. Bobrovnikoff... obtained from 58 estimates of eight observers... y=16.9 and H0=6m.8."
21P,Giacobini-Zinner,11.3,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'second recorded apparition of the short-period Comet Giacobini-Zinner' = 21P; Ebell/Viljev established identity with 1900 III orbit; Holetschek H1=10m.0-13m.3; V.II H10=10m.2; M.N. 90:714 Hm=11m.3 Hb=10m.4 Hs=12m.4; C.A.M. H10=11m.3 (matches M.N. Hm); chose C.A.M. per sec 3.1; periodic — will dedupe with other 21P apparitions; tail 25-30' long photographically; page-image proofread vs page 400: confirmed,high,1913 V,400,"Proceeding from various estimates, Holetschek gave H1=10m.0 to 13m.3; in V.II, H10=10m.2. After reappraisal in M.N., 90:714, Hm=11m.3, Hb=10m.4 and Hs=12m.4; in C.A.M., H10=11m.3."
20D,Westphal,8.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 28P (wrong; 28P first apparition was entry 1913 III); body explicitly: 'second recorded apparition of the periodic Comet Westphal' = 20D/Westphal; target list 20D peri 1913-11-26 matches body's 26 Sept Delavan discovery; HIGHLY UNUSUAL: brightness DROPPED with approach to perihelion (Holetschek noted 'abrupt drop in brightness, notwithstanding the approach to perihelion'); Holetschek H1=8m.3-8m.8 first period, then drop to 10m.7 by 27 Oct, 16m.4 by 22 Nov; V.I y=-5.2 (NEGATIVE) H0=9m.3 (Vsekhsvyatskii); C.A.M. H10=8m.8 (mean of Holetschek), comparable to H10=5m.0 for 1852 — fading; Bobrovnikoff y=-27.8 H0=14m.6 'only formal significance'; chose C.A.M. per sec 3.1; ASYMMETRIC pre-peri brighter; periodic — will dedupe with other 20D apparitions; non-standard y=-5.2 (decreasing); page-image proofread vs page 400-401: confirmed",low,1913 VI,400,"Holetschek obtained for the first observation period H1=8m.3 to 8m.8 and then a drop to 10m.7 on 27 Oct. and 28 Oct. and 16m.4 on 22 Nov. Vsekhsvyatskii, using observations of Holetschek and others in V.I, obtained y=-5.2, H0=9m.3 (brightness decreased with approach to perihelion). In C.A.M., H10=8m.8 as the mean of Holetschek's estimates, a result comparable to H10=5m.0 for 1852."
1914 J1,Zlatinskii's Comet (1914 I),8.3,10.0,"Vsekhsvyatskij 1958, other","matched by name (Zlatinskii) + Persei 15 May 1914 -> 1914 J1; bright comet 4-5m, naked-eye visible, 12-deg tail by 22 May; only V.II Vsekhsvyatskii synthesis H10=8m.3 cited (using Graff/Nijland/Renault estimates); D1=1'.9; type I tail with traces of type III; sanity check: peak ~4m with r_peri~0.55, Δ~0.55 -> peak ~ 8.3 + 5log(0.30) - 10log(0.55) = 8.3 - 2.61 + 2.59 = 8.28 — too faint vs reported 4m; suggests the M1 from V.II may be ~3m too faint, but no other authority; LOW CONFIDENCE — discrepancy with reported peak; page-image proofread vs page 402-403: confirmed",low,1914 I,402,"Using the estimates of Graff, Nijland, Renault and other observers, S.K. Vsekhsvyatskii in V.II obtained H10=8m.3. In May, D1=1'.9; 22 May, Smax=0.126."
1914 F1,Kritzinger's Comet (1914 II),9.3,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Kritzinger) + Scorpio 29 March 1914 -> 1914 F1; V.I y=12.7 H0=9m.0 h0=9m.9 yn=13.9 (Holetschek); C.A.M. H10=9m.3; Big V synthesis with Aug-Dec H10=9m.4; Bobrovnikoff y=1.0 H0=10m.4 (Big V notes 'do not accord with actual variation'); chose C.A.M. per sec 3.1; reached m=8 in mid-April-May; faded slowly through Aug-Dec; non-standard y; page-image proofread vs page 403: confirmed,high,1914 II,403,"Holetschek's observations in V.I gave y=12.7, H0=9m.0, h=9m.9, yn=13.9; in C.A.M., H10=9m.3. Making use of additional estimates for August to December we obtain H10=9m.4. Bobrovnikoff making use of 46 estimates... obtained y=1.0, H0=10m.4, figures which do not accord with the actual variation in the comet's brightness."
1914 M1,Neujmin's Comet (1914 III),4.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Neujmin) + 24 June 1914 discovery -> 1914 M1; very distant comet (r=3.79-3.96 AU); V.II H10=4m.7 from June-July observations; in Dec, H10=5m.6; ASYMMETRIC fading post-discovery (took June-July brighter per sec 3.3); chose V.II 'other' source; observed only as 12-15m photographic object due to distance; page-image proofread vs page 404: confirmed",medium,1914 III,404,"V.II gave H10=4m.7 from observations in June and July; and in Dec., H10=5m.6. In July, D1=2'. S>0.001."
1914 S1,Campbell's Comet (1914 IV),7.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Campbell) + Dorado 17 Sept 1914 -> 1914 S1; bright comet 3-4m at discovery, naked-eye visible early; V.I H0=6m.2; C.A.M. H10=7m.0; Big V from 21 Oct estimates H10=6m.0; chose C.A.M. per sec 3.1; sanity check: peak m~3.7 (~Theta Eridani) reported 21-22 Sept with r=1.15, Δ=0.28 -> peak ~ 7.0 + 5log(0.32) - 10log(1.15) = 7.0 - 2.47 - 0.61 ~ 3.92 — consistent with 3-4m reported peak; page-image proofread vs page 404: confirmed",high,1914 IV,404,"In V.I, H0=6m.2; in C.A.M., H10=7m.0; from estimates of 21 Oct., H10=6m.0. In November, D1=6'.5. S>0.003."
1913 Y1,Delavan's Comet (1914 V),1.1,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Delavan) + La Plata 17 Dec 1913 -> 1913 Y1; FAMOUS bright comet, peaked m=3.0 in Sept 1914, two tails 10 deg straight + 4-5 deg curving; V.I y=11.0 H0=0m.64 (Holetschek), y=10.9 H0=1m.0 (Nijland), y=9.8 H10=1m.4 (Yagolim); C.A.M. H10=1m.1; Bobrovnikoff y=8.8 H0=1m.8 (260 estimates, 37 normals — Big V flags as differing 'much more widely from estimates of 1915'); chose C.A.M. per sec 3.1; observed nearly two years (Dec 1913 to Sept 1915); sanity check: very bright intrinsically, peak m=3 with r_peri=1.10, Δ=1.71 -> peak ~ 1.1 + 5log(1.881) + 10log(1.10) = 1.1 + 1.37 + 0.41 = 2.88 — excellent agreement with reported 3m peak; non-standard y=11.0; page-image proofread vs page 405-406: confirmed",high,1914 V,405,"In V.I, Vsekhsvyatskii obtained from Holetschek's observations y=11.0, H0=0m.64; from Nijland's observations, y=10.9, H0=1m.0; from Yagolim's observations, y=9.8, H10=1m.4. In C.A.M., H10=1m.1. Bobrovnikoff and McLaughlin obtained from 260 estimates of various observers (37 normal locations) y=8.8, H0=1m.8."
2P,Encke's Comet,10.1,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'thirty-third recorded apparition of the short-period Comet Encke' = 2P; Holetschek H1=9m.8-10m.2 (own estimates 25-27 Oct); V.II H10=10m.0; C.A.M. H10=10m.1 (same figures in A.Zh. 31:282 1954); chose C.A.M. per sec 3.1; periodic — will dedupe with other 2P apparitions; type I tail; page-image proofread vs page 406-407: confirmed,high,1914 VI,406,"Holetschek from his own estimates, for 25 Oct. and 27 Oct. gave H1=9.8 to 10m.2; in V.II, H10=10m.0; in C.A.M., H10=10m.1. The same values were given in the most recent publication, A.Zh., 31:282. 1954."
10P,Tempel 2,11.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by body — 'sixth recorded apparition of the short-period Comet Tempel(2) (not observed in 1910)' = 10P; absolute magnitude first determined by Vsekhsvyatskii in M.N., 90:712; C.A.M. H10=11m; Big V synthesis H10=10m.2; chose C.A.M. per sec 3.1; periodic — will dedupe with other 10P apparitions; very faint (12-15m); no estimates by visual observers; page-image proofread vs page 407: confirmed",medium,1915 I,407,"The absolute magnitude determined first by Vsekhsvyatskii in M.N., 90:712; in C.A.M., H10=11m; considering these estimates, we obtain H10=10m.2."
1915 C1,Mellish's Comet (1915 II),3.7,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Mellish) + Ophiuchus 9 Feb 1915 -> 1915 C1; naked-eye visible from late July, double nucleus observed in May (components separated 0'.3 to 38'); V.I y=-2.1 H0=6m.9 (Holetschek/Nijland to May, NEGATIVE y indicating brightness DROP toward perihelion, very unusual); C.A.M. H10=3m.7 (numerous estimates); Bobrovnikoff y=9.9 H0=4m.5 (78 estimates to Dec 1915); chose C.A.M. per sec 3.1; sanity check: peak m=4 in May with r_peri=1.0, Δ=0.40 -> peak ~ 3.7 + 5log(0.40) + 10log(1.0) = 3.7 - 1.99 + 0 = 1.71 — too bright vs reported 4m peak; M1=3.7 may be slight overestimate; possibly type I tail; non-standard y; page-image proofread vs page 407-408: confirmed",medium,1915 II,407,"According to the observations of Holetschek and Nijland up to May 1915, V.I gave y=-2.1, H0=6m.9; in C.A.M., according to numerous estimates, H10=3m.7. From 78 estimates up to 30 Dec. 1915, Bobrovnikoff obtained y=9.9, H10=4m.5."
7P,Pons-Winnecke,9.2,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'ninth recorded apparition of the short-period Comet Pons-Winnecke' = 7P (Big V notes 'nine apparitions were overlooked'); Holetschek H1=10m.0; M.N. 90:713 Vsekhsvyatskii Hm=9m.2 Hb=8m.4; C.A.M. H10=9m.2; chose C.A.M. per sec 3.1; periodic — will dedupe with other 7P apparitions; reached m=9.5 in Oct; D1=2.2; page-image proofread vs page 409: confirmed,high,1915 III,409,"Holetschek estimated H1=10m.0; in M.N., 90:713, Vsekhsvyatskii obtained Hm=9m.2, Hb=8m.4; in C.A.M., H10=9m.2. In Oct., D1=2.2."
1915 R1,Mellish's Comet (1915 IV),10.0,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 226P (wrong; 226P/Pigott-LINEAR-Kowalski 1915-09-15 has same year but body lacks periodicity claim); body says 'Discovered by Mellish (Williams Bay, U.S.A.) on the morning of 13 Sept' — single-apparition Mellish discovery 13 Sept matches C/1915 R1 (Mellish) per target list (R = 1-15 Sept); only 5 observation days before solar conjunction; C.A.M. H10=11m; Big V synthesis H10=9m.5-10m.5 (mid 10.0); chose Big V mid-range per sec 3.4; very brief observation; page-image proofread vs page 409: confirmed",medium,1915 IV,409,"In C.A.M., H10=11m. Taking m=9 to 10m upon discovery and for the last observation, we obtain H10=9m.5 to 10m.5."
69P,Taylor,8.8,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Taylor) + Orion 24 Nov 1915 -> 69P/Taylor first apparition (target list); V.I H10=8m.8 (Holetschek/van Biesbroeck); C.A.M. H10=8m.8 (same figure); chose C.A.M. per sec 3.1; periodic — will dedupe with other 69P apparitions; double nucleus observed Feb 1916 (split); 27 May 1916 m=13m.9 (rapid fading); page-image proofread vs page 409-410: confirmed,high,1916 I,409,"V.I gave, according to observations of Holetschek, van Biesbroeck et al., H10=8m.8; same figure in C.A.M."
25D,Neujmin 2,10.7,10.0,"Vsekhsvyatskij 1958, other",matched by body — 'first recorded appearance of the short-period Comet Neujmin(2)' = 25D; V.I (at y=10) H10=11m.4 (van Biesbroeck); from these estimates Big V synthesis H10=10m.7; chose Big V's reappraisal as preferred (closer to actual estimates); periodic — will dedupe with other 25D apparitions; D1=2'.2; page-image proofread vs page 410: confirmed,medium,1916 II,410,"From van Biesbroeck's estimates, V.I gave (at y=10) H10=11m.4. From these estimates, H10=10m.7. In March and April D1=2'.2."
489P?,Metcalf's Comet (1916 IV),12.5,10.0,"Vsekhsvyatskij 1958, other","JSONL pdes 489P (Roman fallback unverified) — body description: Metcalf discovery 21 Nov 1916 in Taurus on minor-planet-tracking plate, observed only 21-26 Nov; orbit considered 'very questionable' by Crommelin; 489P/Lemmon-PANSTARRS would be a modern periodic identification but uncertain — flagged with ?; only Big V's m-based estimate H10=11m.5-13m.5 (mid 12.5) cited, no C.A.M. or other authority; LOW CONFIDENCE — designation uncertain (orbit doubtful), few observations; page-image proofread vs page 411: confirmed",low,1916 IV,411,"Adopting for 21 Nov. to 26 Nov., m=11 to 13m we obtain H10=11.5 to 13m.5."
